Chave|Nº Item|EAN|Reg. Anvisa|CódigoProd|NomeProd|NCM|Quantidade|Valor Unitário|Valor Total|Base ST Retido XML|ICMS ST XML|Alíquota|PMC|PMC 12|PMC 18|Concessão|Tipo Produto|Fator Redução
35180527849963000110550010001757061001751641|16|7894916142526|1677302430034|140418|LEVOFLOXACINO LEG 500MG 10 COMP|30049099|1.0|10.57|10.57|41.18|4.21|12|71.53|103.89|111.49|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|17|7894916142946|1677302070038|140145|NORFLOXACINO LEG 400 MG 14 COMP|30049069|2.0|5.65|11.30|41.86|4.16|12|35.69|37.38|40.12|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|18|7894916143622|1677300070049|140095|FLUACET+SULNEO+POLB+LIDHCL LEG 10ML|30042029|2.0|2.48|4.96|11.70|0.92|12|10.19|10.27|11.02|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|19|7894916144674|1677304900021|141200|CLONAZEPAM LEG 2MG 30 CAPS B1|30049099|1.0|2.54|2.54|7.96|0.74|12|13.89|13.89|14.92|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|20|7894916146685|1677303450055|141341|BUPROPIONA LEG 150MG 60 CAPS|30049099|2.0|56.38|112.76|190.66|10.20|12|165.96|176.52|189.44|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|21|7894916149167|1677304960081|141176|ALPRAZOLAM LEG 1MG 30 CAPS B1|30049069|3.0|4.78|14.34|57.30|5.85|12|33.52|35.46|38.06|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|22|7894916202671|1356906000025|62448|DEPOSTERON 200MG 3X2ML SIGM C5|30043929|1.0|32.89|32.89|39.55|1.46|18|44.99|41.6|44.99|NEGATIVA|Novo (Referência)|27.88
35180527849963000110550010001757061001751641|23|7894916500609|1356900110058|5421|AZI 1500MG SUSP ORAL SIGMA PHA|30042029|1.0|35.06|35.06|39.31|0.92|18|53.98|50.31|53.98|POSITIVA|Similar|16.16
35180527849963000110550010001757061001751641|24|7894916509510|1356906430054|134353|PATZ SL 5MG 30 S C1|30049099|1.0|58.58|58.58|62.40|0.94|18|86.43|107.4|115.25|POSITIVA|Novo (Referência)|16.16
35180527849963000110550010001757061001751641|25|7894916510202|1023510960027|135673|ESOGASTRO IBP 20MG 84 COMP|30049069|1.0|138.99|138.99|161.75|5.26|18|192.97|226.82|245.32|NEGATIVA|Novo (Referência)|16.16
35180527849963000110550010001757061001751641|26|7895296034029|1267501170021|94268|ACIDO FUSIDICO+BETA NOVAQ 15GR|30049099|1.0|13.75|13.75|31.22|2.39|12|44.27|44.45|48.08|NEGATIVA|Genérico|41.36
35180527849963000110550010001757061001751641|27|7895296043069|1267502490097|106120|ISOTRETINOINA NOV 20MG 30 S C2|30049099|1.0|40.19|40.19|80.59|5.55|12|138.22|138.22|148.34|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|28|7895296215053|1267500150051|94524|CLOR CIPROFLOX NOVAQ 500MG 14|30049099|6.0|5.48|32.88|110.46|10.62|12|31.80|152.73|163.9|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|29|7895296232081|1267502240058|109447|CLOR SERTRALINA NOV 50MG 30 C1|30049099|11.0|7.52|82.72|352.11|36.41|12|55.98|141.8|152.17|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|30|7895296279017|1267500790018|94755|METRONIDAZOL NOVAQ 50GR|30049066|1.0|5.64|5.64|12.66|0.96|12|22.20|27.22|29.21|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|31|7895296389020|1267501930050|180166|TRAZODONA 50MG 60 S C1 NOVAQ|30049069|8.0|22.08|176.64|243.52|8.48|12|52.39|52.39|56.22|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|32|7896004700991|1023504820022|800466|CLARITROMICINA EMS 500MG 14 S|30049099|1.0|63.62|63.62|95.98|4.41|12|168.33|168.33|180.64|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|33|7896004701172|1023504820154|800458|CLARITROMICINA EMS 500MG 10 S|30042029|1.0|37.21|37.21|65.68|3.26|12|114.87|114.87|123.27|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|34|7896004703497|1023505440029|788646|CLARITROMICINA EMS 250MG 60ML|30049099|4.0|38.37|153.48|228.44|10.52|12|99.18|99.18|106.43|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|35|7896004712581|1023511560014|836536|CEFALEXINA EMS 1G 8 S|30042052|1.0|18.58|18.58|37.28|2.55|12|65.20|65.2|69.97|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|36|7896004734361|1023510540117|137414|CLOR MOXIFLOXACINO 400MG 7 COMP|30049099|1.0|30.45|30.45|82.09|5.88|12|141.74|144.71|155.3|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|37|7896006212300|1049713550021|121509|CEFALEXINA UQ 250MG 100ML|30042059|18.0|6.83|122.94|408.96|38.34|12|39.24|39.23|42.11|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|38|7896006215929|1049713940075|178509|RISPERIDONA U.Q 2MG 30 S C1|30049069|9.0|6.56|59.04|206.55|20.16|12|40.25|204.31|219.26|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|39|7896006216766|1049713540034|121962|CEFALEXINA UQ 500MG 8 S|30042059|3.0|3.62|10.86|35.46|3.36|12|20.27|20.27|21.75|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|40|7896006225744|1049713320018|865683|CLINDAMICINA 300MG 16 S U.Q|30042049|4.0|14.53|58.12|182.96|17.80|12|78.84|78.84|84.61|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|41|7896006240310|1049713350030|91165|NORFLOXACINO U.Q 400MG 14 S|30049067|1.0|5.0|5.00|26.49|2.74|12|43.93|43.92|47.14|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|42|7896006254799|1049712060020|788224|BROMAZEPAM U.Q 3MG 30 S B1|30049064|1.0|2.24|2.24|10.55|1.13|12|17.99|18|19.31|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|43|7896070600201|1130002970078|17129|AMPLICTIL GOTAS 20ML SANOF C1|30049079|2.0|5.55|11.10|12.02|0.22|18|8.27|7.7|8.27|POSITIVA|Novo (Referência)|27.88
35180527849963000110550010001757061001751641|44|7896422507257|1832600510039|784496|LORAZEPAN MED 2MG 20 S B1|30039079|2.0|2.77|5.54|16.18|1.42|12|14.16|14.16|15.19|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|45|7896422513784|1832602050043|173179|CLOR FLUOXETI. MED 20MG 30 S|30049049|2.0|8.27|16.54|57.76|5.64|12|49.86|49.86|53.51|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|46|7896422514651|1018105260051|867333|CLONAZEPAM MED 2MG 30 S B1|30039079|3.0|2.72|8.16|23.88|2.10|12|13.88|13.88|14.9|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|47|7896523208534|1438101130013|132688|CEFALEXINA CIMED 500MG 8 S|30032052|7.0|2.34|16.38|90.30|0.21|12|21.51|22.12|23.74|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|48|7896523208534|1438101130013|132688|CEFALEXINA CIMED 500MG 8 S|30032052|10.0|2.34|23.40|129.00|0.30|12|21.51|22.12|23.74|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|49|7896523209647|1438101220055|97758|CLOR CIPROFLOX CIMED 500MG 14|30049099|1.0|3.07|3.07|18.60|0.03|12|30.43|57.83|62.06|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|50|7896523213408|1438101590014|179218|LEVOFLOXACINO CIMED 500MG 7 S|30049099|10.0|6.99|69.90|351.00|0.70|12|58.26|100.45|107.8|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|51|7896523213415|1438101590022|179226|LEVOFLOXACINO CIMED 500MG 10 S|30049099|3.0|3.42|10.26|138.30|0.21|12|75.15|143.5|154|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|52|7896714208206|1558401060011|914093|ACIDO FUSIDICO NQ CR 15GR|30049099|1.0|13.1|13.10|22.75|1.39|12|34.19|34.2|36.98|NEGATIVA|Genérico|41.36
35180527849963000110550010001757061001751641|53|7896714212371|1558402980165|108852|BROMAZEPAM N.Q 6MG 30 S B1|30049064|1.0|3.75|3.75|19.50|1.99|12|25.57|35.02|37.57|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|54|7896714215495|1558405300025|877142|AZITROMICINA NQ 900MG 22.5ML|30042029|2.0|8.94|17.88|61.50|6.02|12|53.93|53.94|57.88|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|55|7896714232966|1046505100022|104539|DIAZEPAM NQ 5MG 30 S B1|30049064|1.0|1.68|1.68|5.90|0.58|12|10.12|10.12|10.87|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|56|7896714232980|1046505100162|108860|DIAZEPAM NQ 10MG 30 S B1|30049064|1.0|2.27|2.27|8.04|0.79|12|13.70|13.7|14.7|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|57|7896862927080|1091701020023|191197|PREGABALINA MEDQ 75MG 30 S C1|30049039|6.0|22.93|137.58|316.08|33.78|12|98.53|92.37|99.13|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|58|7896862970789|1091701030029|191163|CLOR FLUOXETI. MEDQ 20MG 30 S|30049039|5.0|3.92|19.60|95.60|10.35|12|35.77|33.54|35.98|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|59|7897076918840|1235202350178|750646|AXETIL CEFUR RANBAX 500MG 10 S|30042059|1.0|35.92|35.92|54.46|3.16|12|93.38|93.38|100.21|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|60|7897595605276|1004704310013|912667|AMOXICILINA+CL SAN 250MG 75ML|30041012|4.0|18.57|74.28|66.32|3.68|12|48.80|48.8|52.37|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|61|7898040324223|1039001420039|766980|OTOCIRIAX SUSP OTOL 5ML FARMOQ|30042099|1.0|23.27|23.27|26.45|0.69|18|36.20|33.73|36.21|POSITIVA|Similar|16.16
35180527849963000110550010001757061001751641|62|7898074614178|1008401390021|50245|MONURIL PO 1X8G  ZAMBOM|30042099|3.0|31.9|95.70|110.49|3.15|18|50.57|47.13|50.57|POSITIVA|Novo (Referência)|16.16
35180527849963000110550010001757061001751641|63|7898148290017|1256801850030|58271|AZITROMICINA PRATI 600MG 15ML|30042029|11.0|6.08|66.88|262.13|26.73|12|41.32|43.74|46.95|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|64|7898148298914|1256801470025|114892|AMOXICILINA PRATI 500MG 21 S|30041012|10.0|3.72|37.20|135.90|13.40|12|23.43|23.43|25.15|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|65|7898361881863|1516700180031|116756|CITALOPRAM AURO 20MG 28 S C1|30049059|3.0|7.27|21.81|88.35|10.11|12|51.15|51.15|54.9|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|66|7898361886653|1516700270063|193615|CLOR SERTRALINA AUR 50MG 30 C1|30049039|1.0|7.71|7.71|29.77|3.39|12|51.66|51.66|55.44|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|67|7898569760267|1351700080049|126821|LAMOTRIGINA 50MG 30 S ALTHAIA|30049069|1.0|7.77|7.77|19.86|1.65|12|34.82|34.81|37.35|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|68|7899547501469|1256801850057|58289|AZITROMICINA PRATI 900MG 22.5|30042029|1.0|7.38|7.38|29.03|2.95|12|50.92|50.92|54.63|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|69|7899547504743|1256802090048|154542|SULFA+TRI PRATI 800+160MG 10 S|30049072|4.0|3.0|12.00|34.60|3.08|12|14.93|14.93|16.02|POSITIVA|Genérico|27.88
35180527849963000110550010001757061001751641|70|7899547521214|1256801830129|154575|AZITROMICINA PRATI 500MG 5 S|30042029|12.0|5.68|68.16|266.40|27.12|12|38.63|38.64|41.46|POSITIVA|Genérico|27.88
35180527849963000110550010001757091001751678|1|7896061995910||188995|FR BABYSEC ULTRA MEGA G38|96190000|6.0|21.91|131.46|0.00|0.00|18|31.89|||||27.88
35180527849963000110550010001757781001752361|1|0885909627417||199752|CABO USB IPHONE 5 LEVE-ME|85444200|12.0|17.9|214.80|0.00|0.00|18|24.99|||||27.88
35180527849963000110550010001757781001752361|2|1791110000255||199794|CARREGADOR CARRO LEVE-ME|85044010|8.0|17.9|143.20|0.00|0.00|18|24.99|||||27.88
35180527849963000110550010001757781001752361|3|6954176821843||199778|FONE OUVIDO PERSONALIZ LEVE-ME|85183000|8.0|17.9|143.20|0.00|0.00|18|24.99|||||27.88
35180527849963000110550010001757781001752361|4|6967890656189||199786|CARREGADOR PAREDE LEVE-ME|85044010|4.0|17.9|71.60|0.00|0.00|18|24.99|||||27.88
35180527849963000110550010001757781001752361|5|7891234567130||199802|SUPORTE P/CEL CARRO LEVE-ME|39269090|5.0|17.9|89.50|||18|24.99|||||27.88
35180527849963000110550010001757781001752361|6|7898605600564||199810|CABO AUXILIAR P2P2 LEVE-ME|85444200|6.0|17.9|107.40|0.00|0.00|18|24.99|||||27.88
35180527849963000110550010001757781001752361|7|7898605601325||199539|CABO USB IPHONE 4 LEVE-ME|85444200|3.0|17.9|53.70|0.00|0.00|18|24.99|||||27.88
35180527849963000110550010001757781001752361|8|7937289194614||199760|CABO USB UNIVERSAL LEVE-ME|85444200|12.0|17.9|214.80|0.00|0.00|18|24.99|||||27.88
35180527849963000110550010001758701001753284|1|7895296218061|1267502050038|764464|AMOXICILINA NOVAQ 500MG 21 S|30041012|50.0|11.1|555.00|1094.50|101.50|12|38.09|47.56|51.04|POSITIVA|Genérico|27.88
35180527849963000110550010001758701001753284|2|7898216368518|1410700910016|199489|CEFALEXINA PHARLAB 500MG 8 S|30042052|200.0|4.21|842.00|1756.00|184.00|12|14.98|14.99|16.08|POSITIVA|Genérico|27.88
35180527849963000110550010001762571001757158|1|7791293034973||188581|DES SUAVE AER F INVISIBLE|33072010|12.0|3.82|45.84|60.48|9.24|18|6.99|||||27.88
35180527849963000110550010001762571001757158|2|7791293034973||188581|DES SUAVE AER F INVISIBLE|33072010|48.0|3.82|183.36|241.92|36.96|18|6.99|||||27.88
35180527849963000110550010001762571001757158|3|7791293035017||188615|DES SUAVE AER M AP INVISIBLE|33072010|48.0|3.82|183.36|242.40|37.44|18|6.99|||||27.88
35180527849963000110550010001762571001757158|4|7791293035215||188599|DES SUAVE AER F JASMIM|33072010|12.0|3.82|45.84|60.48|9.24|18|6.99|||||27.88
35180527849963000110550010001762571001757158|5|7791293035222||188565|DES SUAVE AER F L. ERVA DOCE|33072010|12.0|3.83|45.96|60.48|9.24|18|6.99|||||27.88
35180527849963000110550010001762571001757158|6|7791293035222||188565|DES SUAVE AER F L. ERVA DOCE|33072010|12.0|3.83|45.96|60.48|9.24|18|6.99|||||27.88
35180527849963000110550010001762571001757158|7|7899596504824||125955|SUPER GEL ARNICA 200GR CONLIFE|33049910|126.0|3.78|476.28|0.00|0.00|25|25.80|||||27.88
35180527849963000110550010001767351001761902|1|7891317001421|1004308140018|748459|CEFADROXIL EURO 250MG 100ML|30042059|2.0|9.9|19.80|63.88|6.02|12|56.02|56.02|60.11|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|2|7891317444921|1004309020067|48611|AZITROMICINA EUR 500MG 5 S|30042029|3.0|5.41|16.23|84.42|8.76|12|49.35|49.35|52.96|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|3|7895296215053|1267500150051|94524|CLOR CIPROFLOX NOVAQ 500MG 14|30049099|2.0|5.48|10.96|36.82|3.54|12|31.80|152.73|163.9|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|4|7895296218061|1267502050038|764464|AMOXICILINA NOVAQ 500MG 21 S|30041012|3.0|11.1|33.30|65.67|6.09|12|38.09|47.56|51.04|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|5|7896004703497|1023505440029|788646|CLARITROMICINA EMS 250MG 60ML|30049099|1.0|38.37|38.37|57.11|2.63|12|99.18|99.18|106.43|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|6|7896006240310|1049713350030|91165|NORFLOXACINO U.Q 400MG 14 S|30049067|1.0|5.0|5.00|26.49|2.74|12|43.93|43.92|47.14|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|7|7896226102504|1015500070036|39354|TRIVAGEL N CR 60G+10APL MARJAN|30042099|1.0|43.1|43.10|53.34|2.18|18|64.64|59.76|64.64|NEGATIVA|Similar|25.56
35180527849963000110550010001767351001761902|8|7896523208534|1438101130013|132688|CEFALEXINA CIMED 500MG 8 S|30032052|4.0|2.34|9.36|51.60|0.12|12|21.51|22.12|23.74|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|9|7896714215495|1558405300025|877142|AZITROMICINA NQ 900MG 22.5ML|30042029|3.0|8.94|26.82|92.25|9.03|12|53.93|53.94|57.88|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|10|7896862918958|1091700970011|191171|AZITROMICINA MEDQ 500MG 3 S|30032029|1.0|2.44|2.44|7.14|0.64|12|20.09|18.83|20.21|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|11|7898040324223|1039001420039|766980|OTOCIRIAX SUSP OTOL 5ML FARMOQ|30042099|3.0|23.27|69.81|79.35|2.07|18|36.20|33.73|36.21|POSITIVA|Similar|16.16
35180527849963000110550010001767351001761902|12|7898074614178|1008401390021|50245|MONURIL PO 1X8G  ZAMBOM|30042099|3.0|31.9|95.70|110.49|3.15|18|50.57|47.13|50.57|POSITIVA|Novo (Referência)|16.16
35180527849963000110550010001767351001761902|13|7898148290017|1256801850030|58271|AZITROMICINA PRATI 600MG 15ML|30042029|5.0|6.08|30.40|119.15|12.15|12|41.32|43.74|46.95|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|14|7898148290376|1256801830021|110882|AZITROMICINA PRATI 500MG 3 S|30042029|11.0|4.11|45.21|209.22|22.44|12|32.82|32.81|35.21|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|15|7898148297542|1256801570011|78543|MUPIROCINA PDA 15GR PRATI|30042099|1.0|8.53|8.53|22.68|1.94|12|32.13|32.13|34.75|NEGATIVA|Genérico|41.36
35180527849963000110550010001767351001761902|16|7898148298914|1256801470025|114892|AMOXICILINA PRATI 500MG 21 S|30041012|1.0|3.81|3.81|13.59|1.34|12|23.43|23.43|25.15|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|17|7899547513042|1256802560011|185397|AMOXICILINA+CL PRA 400/57MG 70ML|30049069|16.0|13.61|217.76|468.96|34.72|12|50.79|79.77|85.6|POSITIVA|Genérico|27.88
35180527849963000110550010001767351001761902|18|7899547521214|1256801830129|154575|AZITROMICINA PRATI 500MG 5 S|30042029|1.0|5.68|5.68|22.20|2.26|12|38.63|38.64|41.46|POSITIVA|Genérico|27.88
35180527849963000110550010001767881001762430|1|0000078905108||38729|MINANCORA POMADA 30G|30049099|3.0|6.2|18.60|23.19|1.17|18|9.45|||||27.88
35180527849963000110550010001767881001762430|2|0742832304801||200436|BENZOL 400MG 1 S GREENPHARMA|30049063|13.0|1.37|17.81|56.03|9.10|18|5.79|||||27.88
35180527849963000110550010001767881001762430|3|0742832304818||143255|COLCHIN 0,5MG 20 COMP GREEN PHARMA|30049099|8.0|4.67|37.36|108.00|16.88|18|17.93|||||27.88
35180527849963000110550010001767881001762430|4|0789606281760||91223|PARACETAMOL U.Q 750MG 20 S|30049045|4.0|1.3|5.20|0.00|0.00|12|15.87|||||27.88
35180527849963000110550010001767881001762430|5|4015630980505||870139|ACCU CHEK PERFORMA 25TRS ROC/D|38220090|1.0|49.44|49.44|||18|88.04|||||27.88
35180527849963000110550010001767881001762430|6|7501001276850|1214200100090|874990|HIPOGLOS POM 135G PROCTER|30049099|1.0|21.64|21.64|30.65|1.87|18|35.17|nc|nc|NEGATIVA|Específico|27.88
35180527849963000110550010001767881001762430|7|7501001311186|1214200100023|38554|HIPOGLOS POM 45G PROCTER|30049099|2.0|10.59|21.18|26.98|1.28|18|16.72|nc|nc|NEGATIVA|Específico|27.88
35180527849963000110550010001767881001762430|8|7891035010866|1739000030045|78048|STREPSILS PAST C/16 RECKITT|30049029|2.0|10.31|20.62|27.22|1.52|18|16.35|15.12|16.35|NEGATIVA|Novo (Referência)|27.88
35180527849963000110550010001767881001762430|9|7891045043571||880518|ADVIL EXTRA 400MG 12X3 S WYETH|30049029|1.0|50.64|50.64|29.49|1.90|18|85.44|||||27.88
35180527849963000110550010001767881001762430|10|7891058017392|1130001830167|155077|DORFLEX 30X10 S SANOFI/AVENTI|30049039|1.0|105.07|105.07|133.41|6.34|18|153.60|142.22|153.81|NEGATIVA|Novo (Referência)|27.88
35180527849963000110550010001767881001762430|11|7891058017507|1130001830132|166454|DORFLEX 36 S SANOFI/AVENTIS|30049039|14.0|11.94|167.16|217.70|11.48|18|18.46|17.06|18.45|NEGATIVA|Novo (Referência)|27.88
35180527849963000110550010001767881001762430|12|7891058020286||160002|ENTEROGERMINA PLUS 5FCX5ML|30029099|3.0|24.32|72.96|0.00|0.00|18|43.90|||||27.88
35180527849963000110550010001767881001762430|13|7891058021597|1130011650110|789891|ANADOR 24 S BOE|30049069|2.0|12.18|24.36|31.74|2.12|18|18.93|nc|nc|NEGATIVA|Similar|25.56
35180527849963000110550010001767881001762430|14|7891058059149|1130001930031|13011|PLASIL 10MG 20 S SANOFI/AVENTI|30049041|3.0|6.74|20.22|24.54|0.99|18|9.47|8.76|9.47|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001767881001762430|15|7891058224028||75473|NATURETTI 16 S SANOFI/OTC|30049099|1.0|27.53|27.53|32.55|1.24|18|40.57|||||25.56
35180527849963000110550010001767881001762430|16|7891106000888|1705601050021|49965|ASPIRINA C EFERV 50X2 S BAY/OT|30049024|1.0|229.65|229.65|299.31|14.22|18|347.00|nc|nc|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001767881001762430|17|7891106904582|1705600490018|43968|QLAIRA 28 S BAYER SCHERING|30066000|3.0|37.05|111.15|137.01|5.46|18|52.48|48.52|52.48|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001767881001762430|18|7891106910620|1705601000065|2642|ICADEN CREME 20G INTENDIS|30049061|2.0|23.67|47.34|59.28|2.60|18|34.39|31.79|34.39|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001767881001762430|19|7891142128638|1781707750020|20396|CELESTONE SOLUSPAN 1X1ML MANTE|30043210|1.0|14.39|14.39|16.00|0.35|18|21.79|20.31|21.8|POSITIVA|Novo (Referência)|25.56
35180527849963000110550010001767881001762430|20|7891142141293|1781707990056|72256|DIPROSONE PDA 30G MANTECORP|30049099|1.0|27.03|27.03|33.91|1.51|18|38.61|35.69|38.61|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001767881001762430|21|7891142171191|1781708110025|815134|POLARAMINE 10MG CR 30G MANTECO|30049069|2.0|10.93|21.86|29.32|1.66|18|16.91|15.64|16.92|NEGATIVA|Novo (Referência)|25.56
35180527849963000110550010001767881001762430|22|7891142177124|1781707890078|933747|PREDSIM GTS 20ML MANTECORP|30043210|1.0|20.24|20.24|23.00|0.60|18|30.85|28.75|30.86|POSITIVA|Novo|25.56
35180527849963000110550010001767881001762430|23|7891317001056|1004307720010|53595|ACETILCISTEINA EUR 100MG 16ENV|30049059|1.0|3.48|3.48|16.00|0.95|12|22.65|nc|nc|NEGATIVA|Genérico|41.36
35180527849963000110550010001767881001762430|24|7891317001070|1004307720037|49817|ACETILCISTEINA EUR 600MG 16ENV|30049059|1.0|14.92|14.92|39.62|3.08|12|56.29|nc|nc|NEGATIVA|Genérico|41.36
35180527849963000110550010001767881001762430|25|7891317001483|1004312140019|195479|CETOPROFENO EURO 20MG GTS 20ML|30049029|3.0|3.42|10.26|26.94|2.28|12|15.75|15.76|16.91|POSITIVA|Genérico|27.88
35180527849963000110550010001767881001762430|26|7891317002459|1004307970017|796912|CETOCONAZOL+BETA EUR PD 30G|30049077|2.0|4.21|8.42|26.22|2.48|12|18.39|18.39|19.89|NEGATIVA|Genérico|41.36
35180527849963000110550010001767881001762430|27|7891317002503|1004308200010|796920|CETOCON+BETA+NEO.EUR CR 30G|30049077|3.0|3.89|11.67|42.09|4.20|12|19.93|19.93|21.56|NEGATIVA|Genérico|41.36
35180527849963000110550010001767881001762430|28|7891317126797|1004311440027|19893|MAL TRIMEBUTINA 200MG 30 S EUR|30049039|1.0|17.98|17.98|39.51|2.03|12|55.72|55.72|60.26|NEGATIVA|Genérico|41.36
35180527849963000110550010001767881001762430|29|7891317143046|1004311300047|160663|PROPAFENONA EUR 300MG 30 S|30042029|1.0|28.04|28.04|36.15|1.13|12|62.61|62.62|67.2|POSITIVA|Genérico|27.88
35180527849963000110550010001767881001762430|30|7891317421854|1004300390023|797068|MELOXICAM EUR 15MG  10 S|30049079|1.0|4.97|4.97|18.23|1.81|12|31.95|31.96|34.3|POSITIVA|Genérico|27.88
35180527849963000110550010001767881001762430|31|7891317433642|1004309450061|854059|CLOR CICLOBENZAP EUR 10MG 30 S|30049039|2.0|4.68|9.36|42.06|4.50|12|29.55|29.55|31.96|NEGATIVA|Genérico|41.36
35180527849963000110550010001767881001762430|32|7891317488833|1004311280011|126169|NIT FENTICONAZOL EURO 2 CR|30049069|4.0|8.15|32.60|100.88|9.44|12|35.96|35.97|38.9|NEGATIVA|Genérico|41.36
35180527849963000110550010001767881001762430|33|7891721013010|1008902710118|824748|ALGINAC 1MG 15 S MERCK|30049037|1.0|16.3|16.30|18.89|0.63|18|26.09|24.3|26.09|POSITIVA|Novo (Referência)|41.36
35180527849963000110550010001767881001762430|34|7891721019845|1008903920043|905778|LEVOTIROXINA SOD 50MCG 30 S ME|30043981|1.0|3.64|3.64|5.01|0.34|12|8.56|8.56|9.18|POSITIVA|Genérico|27.88
35180527849963000110550010001767881001762430|35|7891721019999|1008903920108|905752|LEVOTIROXINA SOD 100MCG 30 S M|30043981|11.0|3.09|33.99|46.53|3.08|12|7.27|7.27|7.81|POSITIVA|Genérico|27.88
35180527849963000110550010001767881001762430|36|7891721020094|1008903920132|914721|LEVOTIROXINA SOD 125MCG 30 S M|30043981|1.0|4.53|4.53|6.20|0.42|12|10.67|10.67|11.46|POSITIVA|Genérico|27.88
35180527849963000110550010001767881001762430|37|7891721029226||36657|EUTHYROX  50MCG 50 S MERCK|30043981|1.0|17.71|17.71|22.58|0.94|18|30.63|||||27.88
35180527849963000110550010001767881001762430|38|7891721029394|1008900150158|150722|CITONEURIN 5000MCG 60COMP MERCK|30045090|1.0|85.51|85.51|101.94|3.62|18|138.39|128.95|138.4|POSITIVA|Específico|27.88
35180527849963000110550010001767881001762430|39|7891721030437||12047|FLORATIL 200MG 6 S MERCK|30049099|1.0|20.42|20.42|29.77|2.08|18|35.77|||||27.88
35180527849963000110550010001767881001762430|40|7893454100678|1044001900029|52845|TANDENE 15 S BUNKER|30049037|6.0|4.66|27.96|92.52|14.16|18|18.39|17|18.39|NEGATIVA|Similar|25.56
35180527849963000110550010001767881001762430|41|7893454100685|1044001900010|860320|TANDENE 30 S BUNKER|30049037|4.0|9.74|38.96|128.12|19.60|18|37.84|35.71|38.62|NEGATIVA|Similar|25.56
